data;																					
# Solomon RC-106																					
param n := 	18	;																			
																					
param m := 	3	;																			
																					
param M := 	11872	;																			
																					
param Q :=																					
1	300																				
2	320																				
3	350																				
;   																					
																					
param c :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	:=
0	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	41	40	45	0	
1	38	0	10	3	7	5	12	14	11	52	47	48	43	54	45	51	51	47	82	38	
2	31	10	0	10	5	10	4	7	9	42	37	38	33	43	34	40	41	37	73	31	
3	39	3	10	0	5	2	11	12	9	51	47	47	42	53	43	49	50	46	83	39	
4	36	7	5	5	0	5	5	7	5	46	41	42	37	47	38	44	45	40	79	36	
5	40	5	10	2	5	0	10	11	7	51	46	47	42	52	43	48	49	45	84	40	
6	33	12	4	11	5	10	0	3	6	41	36	36	32	42	33	38	39	35	75	33	
7	35	14	7	12	7	11	3	0	5	40	35	36	31	41	32	37	38	34	76	35	
8	39	11	9	9	5	7	6	5	0	45	40	41	36	46	36	42	43	38	80	39	
9	34	52	42	51	46	51	41	40	45	0	5	5	10	5	11	9	11	14	45	34	
10	32	47	37	47	41	46	36	35	40	5	0	2	5	7	7	8	10	11	49	32	
11	34	48	38	47	42	47	36	36	41	5	2	0	5	6	6	6	8	9	50	34	
12	32	43	33	42	37	42	32	31	36	10	5	5	0	10	3	8	9	8	54	32	
13	38	54	43	53	47	52	42	41	46	5	7	6	10	0	10	6	7	11	49	38	
14	35	45	34	43	38	43	33	32	36	11	7	6	3	10	0	6	7	5	56	35	
15	39	51	40	49	44	48	38	37	42	9	8	6	8	6	6	0	2	5	55	39	
16	41	51	41	50	45	49	39	38	43	11	10	8	9	7	7	2	0	5	56	41	
17	40	47	37	46	40	45	35	34	38	14	11	9	8	11	5	5	5	0	59	40	
18	45	82	73	83	79	84	75	76	80	45	49	50	54	49	56	55	56	59	0	45	
19	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	41	40	45	0	;
																					
param t :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	:=
0	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	41	40	45	0	
1	38	0	10	3	7	5	12	14	11	52	47	48	43	54	45	51	51	47	82	0	
2	31	10	0	10	5	10	4	7	9	42	37	38	33	43	34	40	41	37	73	0	
3	39	3	10	0	5	2	11	12	9	51	47	47	42	53	43	49	50	46	83	0	
4	36	7	5	5	0	5	5	7	5	46	41	42	37	47	38	44	45	40	79	0	
5	40	5	10	2	5	0	10	11	7	51	46	47	42	52	43	48	49	45	84	0	
6	33	12	4	11	5	10	0	3	6	41	36	36	32	42	33	38	39	35	75	0	
7	35	14	7	12	7	11	3	0	5	40	35	36	31	41	32	37	38	34	76	0	
8	39	11	9	9	5	7	6	5	0	45	40	41	36	46	36	42	43	38	80	0	
9	34	52	42	51	46	51	41	40	45	0	5	5	10	5	11	9	11	14	45	0	
10	32	47	37	47	41	46	36	35	40	5	0	2	5	7	7	8	10	11	49	0	
11	34	48	38	47	42	47	36	36	41	5	2	0	5	6	6	6	8	9	50	0	
12	32	43	33	42	37	42	32	31	36	10	5	5	0	10	3	8	9	8	54	0	
13	38	54	43	53	47	52	42	41	46	5	7	6	10	0	10	6	7	11	49	0	
14	35	45	34	43	38	43	33	32	36	11	7	6	3	10	0	6	7	5	56	0	
15	39	51	40	49	44	48	38	37	42	9	8	6	8	6	6	0	2	5	55	0	
16	41	51	41	50	45	49	39	38	43	11	10	8	9	7	7	2	0	5	56	0	
17	40	47	37	46	40	45	35	34	38	14	11	9	8	11	5	5	5	0	59	0	
18	45	82	73	83	79	84	75	76	80	45	49	50	54	49	56	55	56	59	0	0	
19	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	41	40	45	0	;
																					
param d :=																					
1	20																				
2	30																				
3	10																				
4	40																				
5	20																				
6	20																				
7	20																				
8	10																				
9	20																				
10	30																				
11	40																				
12	20																				
13	10																				
14	10																				
15	20																				
16	20																				
17	20																				
18	20																				
;																					
																					
param p :=																					
1	0																				
2	10																				
3	20																				
4	30																				
5	30																				
6	0																				
7	20																				
8	10																				
9	10																				
10	0																				
11	30																				
12	30																				
13	30																				
14	40																				
15	0																				
16	40																				
17	0																				
18	40																				
;																					
																					
param ts :=																					
0	0																				
1	10																				
2	10																				
3	10																				
4	10																				
5	10																				
6	10																				
7	10																				
8	10																				
9	10																				
10	10																				
11	10																				
12	10																				
13	10																				
14	10																				
15	10																				
16	10																				
17	10																				
18	10																				
19	0																				
;																					
																					
																					
param a :=																					
0	0																				
1	130																				
2	35																				
3	94																				
4	126																				
5	40																				
6	80																				
7	64																				
8	76																				
9	76																				
10	104																				
11	44																				
12	49																				
13	127																				
14	35																				
15	43																				
16	57																				
17	129																				
18	72																				
19	0																				
;																					
																					
																					
param b:=																					
0	240																				
1	190																				
2	95																				
3	154																				
4	186																				
5	100																				
6	140																				
7	124																				
8	136																				
9	136																				
10	164																				
11	104																				
12	109																				
13	187																				
14	95																				
15	103																				
16	117																				
17	189																				
18	132																				
19	240																				
;																					
