data;																					
# Solomon RC-206																					
param n := 	18	;																			
																					
param m := 	4	;																			
																					
param M := 	15870	;																			
																					
param Q :=																					
1	400																				
2	400																				
3	420																				
4	380																				
;   																					
																					
param c :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	:=
0	0	51	47	44	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	
1	51	0	10	63	63	60	60	60	65	57	63	67	64	86	87	85	47	45	16	51	
2	47	10	0	53	54	51	51	51	56	48	54	58	56	80	81	84	52	49	13	47	
3	44	63	53	0	2	4	7	9	7	13	13	12	12	47	49	76	84	77	50	44	
4	43	63	54	2	0	3	6	7	5	12	11	10	10	45	47	75	83	77	50	43	
5	41	60	51	4	3	0	4	5	6	10	10	10	10	45	47	73	80	74	48	41	
6	37	60	51	7	6	4	0	2	5	6	7	9	7	42	44	69	78	71	46	37	
7	36	60	51	9	7	5	2	0	5	5	5	7	5	40	42	68	77	70	47	36	
8	40	65	56	7	5	6	5	5	0	10	7	5	6	40	42	70	82	75	51	40	
9	31	57	48	13	12	10	6	5	10	0	6	10	8	39	40	64	72	65	42	31	
10	34	63	54	13	11	10	7	5	7	6	0	5	2	35	37	64	76	69	48	34	
11	38	67	58	12	10	10	9	7	5	10	5	0	3	35	37	66	81	74	53	38	
12	35	64	56	12	10	10	7	5	6	8	2	3	0	35	37	65	78	71	50	35	
13	38	86	80	47	45	45	42	40	40	39	35	35	35	0	3	41	80	73	70	38	
14	37	87	81	49	47	47	44	42	42	40	37	37	37	3	0	38	79	72	70	37	
15	38	85	84	76	75	73	69	68	70	64	64	66	65	41	38	0	57	52	71	38	
16	45	47	52	84	83	80	78	77	82	72	76	81	78	80	79	57	0	7	42	45	
17	38	45	49	77	77	74	71	70	75	65	69	74	71	73	72	52	7	0	38	38	
18	35	16	13	50	50	48	46	47	51	42	48	53	50	70	70	71	42	38	0	35	
19	0	51	47	44	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	;
																					
param t :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	:=
0	0	51	47	44	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	
1	51	0	10	63	63	60	60	60	65	57	63	67	64	86	87	85	47	45	16	0	
2	47	10	0	53	54	51	51	51	56	48	54	58	56	80	81	84	52	49	13	0	
3	44	63	53	0	2	4	7	9	7	13	13	12	12	47	49	76	84	77	50	0	
4	43	63	54	2	0	3	6	7	5	12	11	10	10	45	47	75	83	77	50	0	
5	41	60	51	4	3	0	4	5	6	10	10	10	10	45	47	73	80	74	48	0	
6	37	60	51	7	6	4	0	2	5	6	7	9	7	42	44	69	78	71	46	0	
7	36	60	51	9	7	5	2	0	5	5	5	7	5	40	42	68	77	70	47	0	
8	40	65	56	7	5	6	5	5	0	10	7	5	6	40	42	70	82	75	51	0	
9	31	57	48	13	12	10	6	5	10	0	6	10	8	39	40	64	72	65	42	0	
10	34	63	54	13	11	10	7	5	7	6	0	5	2	35	37	64	76	69	48	0	
11	38	67	58	12	10	10	9	7	5	10	5	0	3	35	37	66	81	74	53	0	
12	35	64	56	12	10	10	7	5	6	8	2	3	0	35	37	65	78	71	50	0	
13	38	86	80	47	45	45	42	40	40	39	35	35	35	0	3	41	80	73	70	0	
14	37	87	81	49	47	47	44	42	42	40	37	37	37	3	0	38	79	72	70	0	
15	38	85	84	76	75	73	69	68	70	64	64	66	65	41	38	0	57	52	71	0	
16	45	47	52	84	83	80	78	77	82	72	76	81	78	80	79	57	0	7	42	0	
17	38	45	49	77	77	74	71	70	75	65	69	74	71	73	72	52	7	0	38	0	
18	35	16	13	50	50	48	46	47	51	42	48	53	50	70	70	71	42	38	0	0	
19	0	51	47	44	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	;
																					
param d :=																					
1	10																				
2	30																				
3	20																				
4	40																				
5	10																				
6	30																				
7	10																				
8	30																				
9	20																				
10	10																				
11	20																				
12	10																				
13	10																				
14	10																				
15	10																				
16	10																				
17	10																				
18	30																				
;																					
																					
param p :=																					
1	20																				
2	30																				
3	40																				
4	40																				
5	30																				
6	40																				
7	30																				
8	40																				
9	40																				
10	0																				
11	30																				
12	0																				
13	10																				
14	0																				
15	40																				
16	20																				
17	20																				
18	30																				
;																					
																					
param ts :=																					
0	0																				
1	10																				
2	10																				
3	10																				
4	10																				
5	10																				
6	10																				
7	10																				
8	10																				
9	10																				
10	10																				
11	10																				
12	10																				
13	10																				
14	10																				
15	10																				
16	10																				
17	10																				
18	10																				
19	0																				
;																					
																					
																					
param a :=																					
0	0																				
1	51																				
2	427																				
3	597																				
4	43																				
5	497																				
6	218																				
7	36																				
8	269																				
9	316																				
10	33																				
11	514																				
12	157																				
13	37																				
14	429																				
15	45																				
16	664																				
17	380																				
18	447																				
19	0																				
;																					
																					
																					
param b:=																					
0	960																				
1	291																				
2	667																				
3	837																				
4	283																				
5	737																				
6	458																				
7	276																				
8	509																				
9	556																				
10	273																				
11	754																				
12	397																				
13	277																				
14	669																				
15	285																				
16	904																				
17	620																				
18	687																				
19	960																				
;																					
