data;																					
# Solomon C-201																					
param n := 	18	;																			
																					
param m := 	4	;																			
																					
param M := 	6362	;																			
																					
param Q :=																					
1	150																				
2	250																				
3	300																				
4	400																				
;   																					
																					
param c :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	:=
0	0	19	21	16	18	15	19	16	18	20	17	20	38	31	39	36	40	33	35	0	
1	19	0	2	4	3	4	5	5	7	7	10	10	26	24	29	28	30	28	31	19	
2	21	2	0	5	4	6	5	6	7	7	11	10	25	24	27	27	29	27	30	21	
3	16	4	5	0	2	1	4	2	4	6	7	8	25	22	28	26	29	26	28	16	
4	18	3	4	2	0	3	2	3	4	4	7	7	24	21	26	25	28	25	28	18	
5	15	4	6	1	3	0	4	2	5	6	7	8	26	22	28	27	30	26	29	15	
6	19	5	5	4	2	4	0	3	2	2	6	5	22	19	24	23	26	23	26	19	
7	16	5	6	2	3	2	3	0	3	4	5	6	24	20	26	24	28	24	27	16	
8	18	7	7	4	4	5	2	3	0	2	4	3	21	17	23	22	25	21	24	18	
9	20	7	7	6	4	6	2	4	2	0	5	3	20	17	22	21	23	21	24	20	
10	17	10	11	7	7	7	6	5	4	5	0	3	21	16	23	21	24	19	22	17	
11	20	10	10	8	7	8	5	6	3	3	3	0	19	14	21	19	22	18	21	20	
12	38	26	25	25	24	26	22	24	21	20	21	19	0	10	3	7	5	12	14	38	
13	31	24	24	22	21	22	19	20	17	17	16	14	10	0	10	5	10	4	7	31	
14	39	29	27	28	26	28	24	26	23	22	23	21	3	10	0	5	2	11	12	39	
15	36	28	27	26	25	27	23	24	22	21	21	19	7	5	5	0	5	5	7	36	
16	40	30	29	29	28	30	26	28	25	23	24	22	5	10	2	5	0	10	11	40	
17	33	28	27	26	25	26	23	24	21	21	19	18	12	4	11	5	10	0	3	33	
18	35	31	30	28	28	29	26	27	24	24	22	21	14	7	12	7	11	3	0	35	
19	0	19	21	16	18	15	19	16	18	20	17	20	38	31	39	36	40	33	35	0	;
																					
param t :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	:=
0	0	19	21	16	18	15	19	16	18	20	17	20	38	31	39	36	40	33	35	0	
1	19	0	2	4	3	4	5	5	7	7	10	10	26	24	29	28	30	28	31	0	
2	21	2	0	5	4	6	5	6	7	7	11	10	25	24	27	27	29	27	30	0	
3	16	4	5	0	2	1	4	2	4	6	7	8	25	22	28	26	29	26	28	0	
4	18	3	4	2	0	3	2	3	4	4	7	7	24	21	26	25	28	25	28	0	
5	15	4	6	1	3	0	4	2	5	6	7	8	26	22	28	27	30	26	29	0	
6	19	5	5	4	2	4	0	3	2	2	6	5	22	19	24	23	26	23	26	0	
7	16	5	6	2	3	2	3	0	3	4	5	6	24	20	26	24	28	24	27	0	
8	18	7	7	4	4	5	2	3	0	2	4	3	21	17	23	22	25	21	24	0	
9	20	7	7	6	4	6	2	4	2	0	5	3	20	17	22	21	23	21	24	0	
10	17	10	11	7	7	7	6	5	4	5	0	3	21	16	23	21	24	19	22	0	
11	20	10	10	8	7	8	5	6	3	3	3	0	19	14	21	19	22	18	21	0	
12	38	26	25	25	24	26	22	24	21	20	21	19	0	10	3	7	5	12	14	0	
13	31	24	24	22	21	22	19	20	17	17	16	14	10	0	10	5	10	4	7	0	
14	39	29	27	28	26	28	24	26	23	22	23	21	3	10	0	5	2	11	12	0	
15	36	28	27	26	25	27	23	24	22	21	21	19	7	5	5	0	5	5	7	0	
16	40	30	29	29	28	30	26	28	25	23	24	22	5	10	2	5	0	10	11	0	
17	33	28	27	26	25	26	23	24	21	21	19	18	12	4	11	5	10	0	3	0	
18	35	31	30	28	28	29	26	27	24	24	22	21	14	7	12	7	11	3	0	0	
19	0	19	21	16	18	15	19	16	18	20	17	20	38	31	39	36	40	33	35	0	;
																					
param d :=																					
1	10																				
2	30																				
3	10																				
4	10																				
5	10																				
6	20																				
7	20																				
8	20																				
9	10																				
10	10																				
11	10																				
12	20																				
13	30																				
14	10																				
15	40																				
16	40																				
17	20																				
18	20																				
;																					
																					
param p :=																					
1	30																				
2	20																				
3	10																				
4	0																				
5	20																				
6	10																				
7	20																				
8	20																				
9	20																				
10	10																				
11	30																				
12	40																				
13	0																				
14	40																				
15	30																				
16	10																				
17	20																				
18	30																				
;																					
																					
param ts :=																					
0	0																				
1	90																				
2	90																				
3	90																				
4	90																				
5	90																				
6	90																				
7	90																				
8	90																				
9	90																				
10	90																				
11	90																				
12	90																				
13	90																				
14	90																				
15	90																				
16	90																				
17	90																				
18	90																				
19	0																				
;																					
																					
																					
param a :=																					
0	0																				
1	311																				
2	213																				
3	1167																				
4	1261																				
5	25																				
6	497																				
7	1073																				
8	2887																				
9	2601																				
10	2791																				
11	2698																				
12	2119																				
13	2405																				
14	2026																				
15	2216																				
16	1934																				
17	2311																				
18	1742																				
19	0																				
;																					
																					
																					
param b:=																					
0	3390																				
1	471																				
2	373																				
3	1327																				
4	1421																				
5	185																				
6	657																				
7	1233																				
8	3047																				
9	2761																				
10	2951																				
11	2858																				
12	2279																				
13	2565																				
14	2186																				
15	2376																				
16	2094																				
17	2471																				
18	1902																				
19	3390																				
;																					
