data;																		
# Solomon RC-105																		
param n := 	15	;																
																		
param m := 	3	;																
																		
param M := 	10600	;																
																		
param Q :=																		
1	400																	
2	450
3	300																	
;   																		
																		
param c :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	:=
0	0	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	
1	43	0	3	6	7	5	12	11	10	10	45	47	75	83	77	50	43	
2	41	3	0	4	5	6	10	10	10	10	45	47	73	80	74	48	41	
3	37	6	4	0	2	5	6	7	9	7	42	44	69	78	71	46	37	
4	36	7	5	2	0	5	5	5	7	5	40	42	68	77	70	47	36	
5	40	5	6	5	5	0	10	7	5	6	40	42	70	82	75	51	40	
6	31	12	10	6	5	10	0	6	10	8	39	40	64	72	65	42	31	
7	34	11	10	7	5	7	6	0	5	2	35	37	64	76	69	48	34	
8	38	10	10	9	7	5	10	5	0	3	35	37	66	81	74	53	38	
9	35	10	10	7	5	6	8	2	3	0	35	37	65	78	71	50	35	
10	38	45	45	42	40	40	39	35	35	35	0	3	41	80	73	70	38	
11	37	47	47	44	42	42	40	37	37	37	3	0	38	79	72	70	37	
12	38	75	73	69	68	70	64	64	66	65	41	38	0	57	52	71	38	
13	45	83	80	78	77	82	72	76	81	78	80	79	57	0	7	42	45	
14	38	77	74	71	70	75	65	69	74	71	73	72	52	7	0	38	38	
15	35	50	48	46	47	51	42	48	53	50	70	70	71	42	38	0	35	
16	0	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	;
																		
param t :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	:=
0	0	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	
1	43	0	3	6	7	5	12	11	10	10	45	47	75	83	77	50	43	
2	41	3	0	4	5	6	10	10	10	10	45	47	73	80	74	48	41	
3	37	6	4	0	2	5	6	7	9	7	42	44	69	78	71	46	37	
4	36	7	5	2	0	5	5	5	7	5	40	42	68	77	70	47	36	
5	40	5	6	5	5	0	10	7	5	6	40	42	70	82	75	51	40	
6	31	12	10	6	5	10	0	6	10	8	39	40	64	72	65	42	31	
7	34	11	10	7	5	7	6	0	5	2	35	37	64	76	69	48	34	
8	38	10	10	9	7	5	10	5	0	3	35	37	66	81	74	53	38	
9	35	10	10	7	5	6	8	2	3	0	35	37	65	78	71	50	35	
10	38	45	45	42	40	40	39	35	35	35	0	3	41	80	73	70	38	
11	37	47	47	44	42	42	40	37	37	37	3	0	38	79	72	70	37	
12	38	75	73	69	68	70	64	64	66	65	41	38	0	57	52	71	38	
13	45	83	80	78	77	82	72	76	81	78	80	79	57	0	7	42	45	
14	38	77	74	71	70	75	65	69	74	71	73	72	52	7	0	38	38	
15	35	50	48	46	47	51	42	48	53	50	70	70	71	42	38	0	35	
16	0	43	41	37	36	40	31	34	38	35	38	37	38	45	38	35	0	;
																		
param d :=																		
1	40																	
2	10																	
3	30																	
4	10																	
5	30																	
6	20																	
7	10																	
8	20																	
9	10																	
10	10																	
11	10																	
12	10																	
13	10																	
14	10																	
15	30																	
;																		
																		
param p :=																		
1	40																	
2	30																	
3	40																	
4	30																	
5	40																	
6	40																	
7	0																	
8	30																	
9	0																	
10	10																	
11	0																	
12	40																	
13	20																	
14	20																	
15	30																	
;																		
																		
param ts :=																		
0	0																	
1	10																	
2	10																	
3	10																	
4	10																	
5	10																	
6	10																	
7	10																	
8	10																	
9	10																	
10	10																	
11	10																	
12	10																	
13	10																	
14	10																	
15	10																	
16	0																	
;																		
																		
																		
param a :=																		
0	0																	
1	43																	
2	69																	
3	85																	
4	36																	
5	87																	
6	92																	
7	33																	
8	117																	
9	74																	
10	37																	
11	98																	
12	38																	
13	64																	
14	109																	
15	71																	
16	0																	
;																		
																		
																		
param b:=																		
0	240																	
1	78																	
2	189																	
3	95																	
4	74																	
5	112																	
6	121																	
7	66																	
8	168																	
9	84																	
10	72																	
11	157																	
12	109																	
13	184																	
14	128																	
15	191																	
16	240																	
;																		
