data;																		
# Solomon RC-105																		
param n := 	15	;																
																		
param m := 	3	;																
																		
param M := 	7558	;																
																		
param Q :=																		
1	250																	
2	200																	
3	200																	
;   																		
																		
param c :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	:=
0	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	0	
1	38	0	10	3	7	5	12	14	11	52	47	48	43	54	45	51	38	
2	31	10	0	10	5	10	4	7	9	42	37	38	33	43	34	40	31	
3	39	3	10	0	5	2	11	12	9	51	47	47	42	53	43	49	39	
4	36	7	5	5	0	5	5	7	5	46	41	42	37	47	38	44	36	
5	40	5	10	2	5	0	10	11	7	51	46	47	42	52	43	48	40	
6	33	12	4	11	5	10	0	3	6	41	36	36	32	42	33	38	33	
7	35	14	7	12	7	11	3	0	5	40	35	36	31	41	32	37	35	
8	39	11	9	9	5	7	6	5	0	45	40	41	36	46	36	42	39	
9	34	52	42	51	46	51	41	40	45	0	5	5	10	5	11	9	34	
10	32	47	37	47	41	46	36	35	40	5	0	2	5	7	7	8	32	
11	34	48	38	47	42	47	36	36	41	5	2	0	5	6	6	6	34	
12	32	43	33	42	37	42	32	31	36	10	5	5	0	10	3	8	32	
13	38	54	43	53	47	52	42	41	46	5	7	6	10	0	10	6	38	
14	35	45	34	43	38	43	33	32	36	11	7	6	3	10	0	6	35	
15	39	51	40	49	44	48	38	37	42	9	8	6	8	6	6	0	39	
16	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	0	;
																		
param t :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	:=
0	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	0	
1	38	0	10	3	7	5	12	14	11	52	47	48	43	54	45	51	38	
2	31	10	0	10	5	10	4	7	9	42	37	38	33	43	34	40	31	
3	39	3	10	0	5	2	11	12	9	51	47	47	42	53	43	49	39	
4	36	7	5	5	0	5	5	7	5	46	41	42	37	47	38	44	36	
5	40	5	10	2	5	0	10	11	7	51	46	47	42	52	43	48	40	
6	33	12	4	11	5	10	0	3	6	41	36	36	32	42	33	38	33	
7	35	14	7	12	7	11	3	0	5	40	35	36	31	41	32	37	35	
8	39	11	9	9	5	7	6	5	0	45	40	41	36	46	36	42	39	
9	34	52	42	51	46	51	41	40	45	0	5	5	10	5	11	9	34	
10	32	47	37	47	41	46	36	35	40	5	0	2	5	7	7	8	32	
11	34	48	38	47	42	47	36	36	41	5	2	0	5	6	6	6	34	
12	32	43	33	42	37	42	32	31	36	10	5	5	0	10	3	8	32	
13	38	54	43	53	47	52	42	41	46	5	7	6	10	0	10	6	38	
14	35	45	34	43	38	43	33	32	36	11	7	6	3	10	0	6	35	
15	39	51	40	49	44	48	38	37	42	9	8	6	8	6	6	0	39	
16	0	38	31	39	36	40	33	35	39	34	32	34	32	38	35	39	0	;
																		
param d :=																		
1	20																	
2	30																	
3	10																	
4	40																	
5	20																	
6	20																	
7	20																	
8	10																	
9	20																	
10	30																	
11	40																	
12	20																	
13	10																	
14	10																	
15	20																	
;																		
																		
param p :=																		
1	0																	
2	10																	
3	20																	
4	30																	
5	30																	
6	0																	
7	20																	
8	10																	
9	10																	
10	0																	
11	30																	
12	30																	
13	30																	
14	40																	
15	0																	
;																		
																		
param ts :=																		
0	0																	
1	10																	
2	10																	
3	10																	
4	10																	
5	10																	
6	10																	
7	10																	
8	10																	
9	10																	
10	10																	
11	10																	
12	10																	
13	10																	
14	10																	
15	10																	
16	0																	
;																		
																		
																		
param a :=																		
0	0																	
1	71																	
2	30																	
3	64																	
4	151																	
5	40																	
6	96																	
7	35																	
8	101																	
9	101																	
10	123																	
11	69																	
12	32																	
13	152																	
14	35																	
15	68																	
16	0																	
;																		
																		
																		
param b:=																		
0	240																	
1	191																	
2	150																	
3	184																	
4	161																	
5	160																	
6	123																	
7	155																	
8	111																	
9	111																	
10	144																	
11	79																	
12	152																	
13	162																	
14	117																	
15	78																	
16	240																	
;																		
