data;																		
# Solomon C-101																		
param n := 	15	;																
																		
param m := 	2	;																
																		
param M := 	4840	;																
																		
param Q :=																		
1	250																	
2	200																	
;   																		
																		
param c :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	:=
0	0	15	19	16	18	20	17	20	38	31	39	36	40	33	35	39	0	
1	15	0	4	2	5	6	7	8	26	22	28	27	30	26	29	31	15	
2	19	4	0	3	2	2	6	5	22	19	24	23	26	23	26	27	19	
3	16	2	3	0	3	4	5	6	24	20	26	24	28	24	27	29	16	
4	18	5	2	3	0	2	4	3	21	17	23	22	25	21	24	26	18	
5	20	6	2	4	2	0	5	3	20	17	22	21	23	21	24	25	20	
6	17	7	6	5	4	5	0	3	21	16	23	21	24	19	22	24	17	
7	20	8	5	6	3	3	3	0	19	14	21	19	22	18	21	23	20	
8	38	26	22	24	21	20	21	19	0	10	3	7	5	12	14	11	38	
9	31	22	19	20	17	17	16	14	10	0	10	5	10	4	7	9	31	
10	39	28	24	26	23	22	23	21	3	10	0	5	2	11	12	9	39	
11	36	27	23	24	22	21	21	19	7	5	5	0	5	5	7	5	36	
12	40	30	26	28	25	23	24	22	5	10	2	5	0	10	11	7	40	
13	33	26	23	24	21	21	19	18	12	4	11	5	10	0	3	6	33	
14	35	29	26	27	24	24	22	21	14	7	12	7	11	3	0	5	35	
15	39	31	27	29	26	25	24	23	11	9	9	5	7	6	5	0	39	
16	0	15	19	16	18	20	17	20	38	31	39	36	40	33	35	39	0	;
																		
param t :	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	:=
0	0	15	19	16	18	20	17	20	38	31	39	36	40	33	35	39	0	
1	15	0	4	2	5	6	7	8	26	22	28	27	30	26	29	31	15	
2	19	4	0	3	2	2	6	5	22	19	24	23	26	23	26	27	19	
3	16	2	3	0	3	4	5	6	24	20	26	24	28	24	27	29	16	
4	18	5	2	3	0	2	4	3	21	17	23	22	25	21	24	26	18	
5	20	6	2	4	2	0	5	3	20	17	22	21	23	21	24	25	20	
6	17	7	6	5	4	5	0	3	21	16	23	21	24	19	22	24	17	
7	20	8	5	6	3	3	3	0	19	14	21	19	22	18	21	23	20	
8	38	26	22	24	21	20	21	19	0	10	3	7	5	12	14	11	38	
9	31	22	19	20	17	17	16	14	10	0	10	5	10	4	7	9	31	
10	39	28	24	26	23	22	23	21	3	10	0	5	2	11	12	9	39	
11	36	27	23	24	22	21	21	19	7	5	5	0	5	5	7	5	36	
12	40	30	26	28	25	23	24	22	5	10	2	5	0	10	11	7	40	
13	33	26	23	24	21	21	19	18	12	4	11	5	10	0	3	6	33	
14	35	29	26	27	24	24	22	21	14	7	12	7	11	3	0	5	35	
15	39	31	27	29	26	25	24	23	11	9	9	5	7	6	5	0	39	
16	0	15	19	16	18	20	17	20	38	31	39	36	40	33	35	39	0	;
																		
param d :=																		
1	10																	
2	20																	
3	20																	
4	20																	
5	10																	
6	10																	
7	10																	
8	20																	
9	30																	
10	10																	
11	40																	
12	40																	
13	20																	
14	20																	
15	10																	
;																		
																		
param p :=																		
1	20																	
2	10																	
3	20																	
4	20																	
5	20																	
6	10																	
7	30																	
8	40																	
9	0																	
10	40																	
11	30																	
12	10																	
13	20																	
14	30																	
15	20																	
;																		
																		
param ts :=																		
0	0																	
1	90																	
2	90																	
3	90																	
4	90																	
5	90																	
6	90																	
7	90																	
8	90																	
9	90																	
10	90																	
11	90																	
12	90																	
13	90																	
14	90																	
15	90																	
16	0																	
;																		
																		
																		
param a :=																		
0	0																	
1	15																	
2	621																	
3	170																	
4	255																	
5	534																	
6	357																	
7	448																	
8	652																	
9	30																	
10	567																	
11	384																	
12	475																	
13	99																	
14	179																	
15	278																	
16	0																	
;																		
																		
																		
param b:=																		
0	1236																	
1	67																	
2	702																	
3	225																	
4	324																	
5	605																	
6	410																	
7	505																	
8	721																	
9	92																	
10	620																	
11	429																	
12	528																	
13	148																	
14	254																	
15	345																	
16	1236																	
;																		
